42	古人说的“酢”指的是今天的：	 酱油	 豆油	 醋	 酒	3
43	人体最大的解毒器官是：	 胃	 肾脏	 肝脏	 脾	3
44	我国最先出现的纸币是：	 元代的“宝钞”	 元代的“交子”	 宋代的“宝钞”	 宋代的“交子”	4
45	王安石变法发生在宋朝哪个皇帝在位期间？	 仁宗	 神宗	 哲宗	 高宗	2
46	古人所谓“黄道”是哪种天体运行周年的轨道？	 金星	 月亮	 太阳	 地球	3
47	下面提供的几种识别矿泉水真假的方法哪一种是错误的？	 在日光下无色透明	 折光率较自来水大	 矿化度较自来水大	 同温下吸热速度快于自来水	4
48	漫画《三毛流浪记》的作者是：	 齐白石	 丰子凯	 张乐平	 张大千	3
49	下列哪个是酒类广告中不应出现的内容？	 倡导人们饮酒	 饮酒后的表情	 未成年人饮酒	 驾驶汽车	4
50	下列哪一个与世界著名文学大师海明威有关？	 《麦琪的礼物》	 诺贝尔文学奖	 美国	 冒险	3
51	金庸挂印封笔，金盆洗手于多少年？	1970	1971	1972	1973	3
52	《指环王》中的指环可以让人？	 不死	 隐身	 透视	 施展魔法	2
53	以下哪些作品不是宫崎骏的作品？	 千与千寻的神隐	 龙猫	 红发少女安妮	 天空的守护神	4
54	如果把一个成人的全部血管连接起来，其长度接近多少公里？	 10公里	 1000公里	 10000公里	 10万公里	4
55	孔泰发明的现在通用的铅笔是由石墨和什么混合制成的？	 铅粉	 粘土	 松香	 硫磺	2
56	促进人体胃肠吸收钙的重要物质是：	 维生素A	 维生素B	 维生素C	 维生素D	4
57	下列哪部小说是日本作家夏目漱石的作品？	 《玩偶之家》	 《群鬼》	 《我是猫》	 《沉船》	3
58	《星星索》是哪一国家的民歌？	 日本	 俄罗斯	 印度尼西亚	 印度	3
59	在世界上首创用汤药治病的是：	 孙思邈	 扁鹊	 李时珍	 伊尹	4
60	豆科植物可通过根瘤菌固定哪种元素？	 氮	 磷	 钾	 氧	1
61	母乳是婴儿的最佳食品，以下五种营养素中，哪一种营养素牛乳中的含量比母乳中的高？	 氨基酸	 脂肪	 钙	 维生素C	3
62	味精的鲜味来自谷氨酸，它最早发现于什么汤中？	 鸡汤	 海带汤	 竹笋汤	 鱼汤	2
63	战国时郭隗对燕昭王说“请自隗始”，是指他开始干什么呢？	 清查财产	 聘请任用	 晋升高官	 撤职查办	2
64	个体户全年经营收入扣除成本、费用、损失，余额缴纳：	 企业所得税	 个人所得税	 营业税	 私营企业所得税	2
65	最能反映骨骼发育的重要指标是	 胸围	 牙齿数	 坐高	 身长	4
66	下列各朝代疆域西至最远的是：	 秦朝	 唐朝	 宋朝	 清朝	2
67	“三北”防护林体系不包括的省区有：	 黑龙江	 山西	 河南	 青海	3
68	全国性抗日战争爆发的标志是？	 九一八事件	 七七事件	 一一八事件	 一二八事件	2
69	以下哪种动物是软体动物？	 蜗牛	 蚕	 变形虫	 水蛭	1
70	赤壁之战中，假装投降以接近曹军的吴国将领是：	 黄忠	 黄巢	 黄盖	 姜维	3
71	下列人物中，哪一个是罗马神话中的神？	 雅典娜	 朱庇特	 蚩尤	 黑天	2
72	“沙龙”Salon是从哪国传进的外来语？	 英国	 法国	 美国	 俄国	2
73	下列人种的分布中，纯属人口迁移造成的是：	 非洲白色人种	 澳洲棕色人种	 亚洲白色人种	 美洲黑色人种	4
74	雪莲花的颜色是：	 深红色	 粉色	 白色	 黄色	1
75	企鹅产卵的季节一般是：	 春季	 夏季	 秋季	 冬季	3
76	“草圣”是指那位书法家？	 张旭	 王羲之	 张芝	 怀素	1
77	在世界史上，“两河文明”中的两河是指幼发拉底河与：	 底格里斯河	 尼罗河	 恒河	 黄河	1
78	“初唐四杰”中有：	 王绩	 王勃	 王维	 王之焕	2
79	《资政新篇》是哪一时期的纲领性文件？	 太平天国后期	 洋务运动	 清末预备立宪	 戊戌变法	1
80	有“小提琴之王”之称的作曲家是：	 帕格尼尼	 贝多芬	 海顿	 莫扎特	1
81	中国第一座佛教寺院是哪一座？	 北京潭柘寺	 洛阳白马寺	 五台山清凉寺	 蒿山少林寺	2
82	由于钙质流失，容易出现维生素D缺乏症，导致腰腿发软，骨质疏松，下列哪项不是补充维生素D？	 经常晒太阳	 多食用动物肝脏	 多吃牛奶和鸡蛋	 多吃猕猴桃等水果	4
83	最古老的医院是设在：	 学校里	 教堂里	 宫廷里	 集市里	2
84	杜康酒的产地在我国的：	 河南	 山西	 陕西	 山东	1
85	“一衣带水”的水是指哪条河流？	 长江	 黄河	 珠江	 黑龙江	1
86	文学名篇《人变兽》的作者是哪一位作家？	 鲁迅	 矛盾	 闻一多	 徐志摩	4
87	在下列足球明星中，有“独狼”称号的是谁？	 古力特	 罗西纳尔多	 古徳来明彼德罗	 罗马里奥	4
88	在小说《侠客行》中，石破天的玄铁令是从那里得来的？	 一块烧饼中	 一本书中	 一口井里	 路上捡到的	1
89	被称为“英雄树”的是哪种植物？	 龙眼	 木棉	 富贵菊	 莲花	2
90	中国的传统手工艺---景泰蓝在哪一历史时期发展最快？	 明景泰年间	 明宣德年间	 明万历年间	 清康熙年间	1
91	“景泰蓝”是何地的特种工艺？	 北京	 上海	 南京	 杭州	1
92	贝多芬一生创作了多少首钢琴奏鸣曲？	27	28	32	45	3
93	五子棋段位制最高为：	 一段	 六	 九段	 十二段	3
94	按有关法律规定，经营者可以从事的抽奖式有奖销售，最高奖的奖金额的限度是：	 五千元人民币	 五万人民币	 一百万人民币	 五百万人民币	1
95	我们日常的主食基本上属于什么食物？	 酸性食物	 碱性食物	 中性食物	 半酸半碱食物	1
96	公元前594年，实行“初税亩”，按亩收税的国家是：	 楚国	 鲁国	 郑国	 魏国	2
97	中国虽然不是双姓大国，但还是有不少双姓，请问以下哪个不是双姓？	 东郭	 诸葛	 羊舌	 三台	4
98	《阿里山的姑娘》是哪个少数民族的民歌？	 苗族民歌	 彝族民歌	 高山族民歌	 黎族民歌	3
99	青蛙除了用肺外还用什么器官呼吸？	 肌肉	 皮肤	 脾脏	 肝脏	2
100	下列影片中，以歌颂少数民族新生活为题材的是：	 《李双双》	 《洞箫横吹》	 《柳堡的故事》	 《达吉和她的父亲》	4
101	在江浙一带最流行的地方戏曲是：	 越剧	 黄梅戏	 京剧	 昆曲	1
102	2001年北京主办的世界大运会是第几届？	20	21	22	23	2
103	科学家把猪、牛、羊、马一起关在施放了有毒氯气的环境中作试验，它们中谁逃脱了厄运？	 猪	 牛	 羊	 马	1
104	“运斤成风”比喻技艺神异，手法熟练，这个“斤”字是指：	 石墩	 铜锤	 斧子	 铁棍	3
105	《嘎达梅林》是哪个民族的叙事歌曲？	 维吾尔族	 哈萨克族	 蒙古族	 达斡尔	3
106	我国的哪一个城市素有“日光之城”的美称？	 厦门	 青岛	 三亚	 拉萨	4
107	“何处招魂，香草还生三户地；当年呵壁，湘流应识九歌心”，这幅对联说的是：	 贾谊	 诸葛亮	 屈原	 文天祥	3
108	世界上最深的海沟位于：	 太平洋	 大西洋	 北冰洋	 印度洋	1
109	国际上用“K”表示含金量，18K表示含金量为：	90%	83%	75%	50%	3
110	“德育、智育、体育三者，为教育缺一不可之物”是我国近代哪位著名历史人物说的话？	 梁启超	 蔡元培	 周恩来	 毛泽东	1
111	民间故事“八仙过海”中的“八仙”和谁属一教派？	 太上老君	 观音菩萨	 摩西	 惠能和尚	1
112	“似曾相识燕归来”的上一句是：	 无可奈何花落去	 相逢一笑泯恩仇	 东边日出西边雨	 双手推开床前月	1
113	避雷针的发明者是：	 富兰克林	 爱迪生	 伏打	 莫尔斯	1
114	为什么汗水湿透的背心不能用热水洗？	 汗水里含有少量蛋白	 避免把衣服烫坏	 只有特殊料的衣服才不宜用热水洗	 不用热水可以节约用水	1
115	“孺子牛”原指：	 小牛	 小孩牵的牛	 小孩牵人假扮的牛	 小孩牵的小牛	3
116	“民告官”是以下哪种法律行为的俗称？	 刑事诉讼	 民事诉讼	 行政诉讼	 劳动仲裁	3
117	七大洲中面积最小的是：	 非洲	 大洋洲	 南极洲	 北美洲	3
118	以下哪一个阶级，不属于法国大革命前的第三等级？	 农民	 下级教士	 资产阶级	 手工业者	2
119	是哪国人最先制作出了牛奶巧克力？	 英国	 西班牙	 意大利	 瑞士	4
120	“轻于鸿毛”中的鸿毛是哪种动物的毛？	 羊	 大雁	 鸡	 鸭	2
121	从抹香鲸体内提炼出的香料是：	 百里香	 沉水香	 麝香	 龙涎香	4
122	“人生能有几回搏”这句名言最初出自哪位运动员？	 容国团	 许海峰	 郎平	 聂卫平	1
123	以下哪种食品不适于小儿冬季补益？	 山楂	 红小豆	 茯苓	 何首乌	4
124	吉它有几根弦？	 4根	 6根	 7根	 9根	2
125	血管破裂时，血液中的什么物质会凝结成块，堵住破裂部分以止血？	 红血球	 白血球	 血小板	 血清	3
126	我国古代称生什么为“弄瓦”？	 男孩	 女孩	 第一个孩子	 第二个孩子	2
127	“得道者多助，失道者寡助”出自哪一本古代典籍？	 《左传》	 《战国策》	 《孟子》	 《庄子》	3
128	父母和一个已婚子女及其配偶、后代所组成的家庭属于什么类型的家庭？	 复合家庭	 单身家庭	 核心家庭	 直系家庭	4
129	万里长城起于山海关，终止于：	 玉门关	 嘉峪关	 居庸关	 雁门关	2
130	“百会穴”在：	 两眉间	 头顶正中	 上唇正中	 后脑上	2
131	从何时起，对最高统治者称“王”？	 夏	 商	 春秋	 周	2
132	大雁塔在哪里？	 苏州	 杭州	 南京	 西安	4
133	平面直角坐标系中，右下方为第几象限？	 第一象限	 第二象限	 第三象限	 第四象限	4
134	龙在十二生肖中排行第几？	3	4	5	6	3
135	“五十步笑百步”出自：	 《三国志》	 《孟子》	 《晏子春秋》	 《三国演义》	2
136	我国盛产茶花的城市是：	 长沙	 成都	 昆明	 大理	4
137	诗句“落花时节又逢君”中的“君”指的是：	 李白	 杜甫	 李商隐	 李龟年	4
138	冻疮是由于皮肤哪一部分受损而引起的？	 毛囊	 汗腺	 竖毛肌	 毛细血管	4
139	银杏属于什么种类水果？	 仁果类	 核果类	 竖果类	 复果类	3
140	哪种病人不宜饮茶？	 心血管疾病	 急性胃肠炎	 溃疡病	 肾衰竭	3
141	“悄悄地挥一挥手，不带走一片云彩”的是诗人：	 徐志摩	 舒婷	 席慕容	 北岛	1
142	“变脸”是哪个剧种的绝活？	 京剧	 豫剧	 粤剧	 川剧	4
143	汽车在什么状态下排放的一氧化碳最多：	 高速行驶	 中速行驶	 低速行驶	 停车状态开发动机	4
144	在下列土地使用权出让的项目中哪种用地得到的出让土地使用权的年限最高？	 居住使用	 工业使用	 教育使用	 商业使用	1
145	世界上有一个地方，每年有两个月没有白天，又有近3个月没有黑夜，这里是：	 美国最北部的巴罗镇	 冰岛	 中国的漠河	 澳大利亚	1
146	人们最早是从哪种动物身上得知咖啡的作用的？	 驴	 羊	 兔子	 牛	2
147	美国微软公司的总部设在	 美国西部	 美国东部	 美国南部	 美国北部	1
148	女方在怀孕期间、分娩后多长时间内，男方不得提出离婚？	 半年	 1年	 1年半	 2年	2
149	美丽的极光多出现在极地上空，这是因为：	 极夜期间天空黑暗	 地球磁场作用的结果	 极地气候异常寒冷	 太阳斜射极地高层大气	2
150	《笑傲江湖》中的乔峰，身世埋在雁门关下。雁门关在：	 新疆	 宁夏	 山西	 陕西	3
151	摄影镜头上的镀膜的作用是：	 提高透镜反射率	 降低镜头透光力	 减少光线的乱反射	 加强光晕现象	3
152	用有盖的茶碗沏的茶叫“盖碗茶”，是哪个民族的一种饮茶风俗？	 满	 壮	 回	 白	3
153	从人物所处的时代角度，选出不同的一项是：	 王安石	 范仲淹	 欧阳修	 韩愈	4
154	狗的鼻尖为什么经常是湿乎乎的？	 滋润嗅觉细胞的分泌物	 经常喝水而弄湿的	 鼻子怕冷而冻出来的	 经常用唾液清洗	1
155	“业精于勤，而荒于嬉”是中国哪位古人提出来的思想？	 孔子	 孟子	 柳宗元	 韩愈	4
156	消防队救火：	 收费	 不收费	 收取部分费用	 视情况而定	2
157	“六畜兴旺”中的“六畜”是指猪、牛、马、羊、狗、鸡六种，其中人工驯化最早的是：	 猪	 马	 鸡	 牛	1
158	小王在“满百元，送五十元购物券”的促销活动中买了150元的裤子，大体等于打：	 5折	 65折	 67折	 75折	4
159	“玫瑰王国”是指哪个国家？	 罗马尼亚	 保加利亚	 法国	 英国	2
160	“琵琶”中的“琵”和“琶”最初指的是：	 两种弹奏方法	 两种乐器	 两个人	 两种植物	1
161	康熙皇帝的庙号是：	 仁宗	 太宗	 圣祖	 世祖	3
162	在高速公路上行驶的机动车辆如果遇到能见度小于50米的大雾，最高时速不得超过多少？	 20公里	 25公里	 30公里	 35公里	1
163	在云南，湖泊习惯上被称为：	 淀	 泊	 泽	 海	4
164	下面哪一个不属于长江三峡：	 西陵峡	 虎跳峡	 瞿塘峡	 巫峡	2
165	下列责任中，不属于民事责任的是：	 返还财产	 赔偿损失	 排除妨碍	 罚款	4
166	玩桥牌时，首局由哪家开始叫牌？	 东家	 南家	 西家	 北家	4
167	如果一个1.7公里大小的撞击物冲撞地球，全球气温将会：	 上升100度左右	 下降100度左右	 上升10度左右	 下降10度左右	4
168	“明月几时有？把酒问青天。”是谁的诗词？	 李白	 白居易	 苏东坡	 杜甫	3
169	树的年轮的形成和下列哪项条件有直接关系？	 雨水	 温度	 地势	 阳光	1
170	我们日常吃的紫菜属于下列哪种藻类？	 红藻	 褐藻	 绿藻	 黄藻	1
171	现在大力保护大气臭氧层，原因是臭氧层能够吸收：	 二氧化碳	 高能紫外线	 一氧化碳	 红外线	2
172	“问君能有几多愁”诗句的下句是：	 才下眉头，却上心头	 恰似一江春水向东流	 剪不断，理还乱	 却道天凉好个秋	2
173	通常鱼在一年四季中什么时候长得最慢？	 春天	 夏天	 秋天	 冬天	4
174	下列名称不属于二十四节气的是：	 谷雨	 芒种	 大伏	 大雪	3
175	王洛宾整理的《花儿与少年》是哪个地区的民歌？	 新疆	 西藏	 青海	 内蒙	3
176	穿什么颜色的衣服的人更容易挨蚊子叮？	 黑色	 白色	 黄色	 红色	1
177	语言中最小的声音和意义的结合体称为：	 音素	 音节	 语素	 词	3
178	人体呼吸系统的组成是：	 鼻腔和气管	 气管和肺	 气管和支气管	 呼吸道和肺	4
179	使用电磁波对金属工件内部进行检测的方法叫：	 超声检测	 射线探伤	 渗透探查	 涡流检测	2
180	藏历新年，人们见面时都要说“扎西德勒”是什么意思？	 吉祥如意	 新年快乐	 你真漂亮	 佛保佑你	1
181	“黄果树瀑布”位于哪个省？	 湖南	 贵州	 四川	 江西	2
182	举重时运动员为什么搓白粉？	 使手变的粗糙	 吸取手上的汗	 刺激肌肉	 保护皮肤	2
183	当前很多高科技公司都设了CIO这个职位，CIO的意思是：	 首席执行官	 首席信息官	 首席技术官	 首席财务官	2
184	照片中的人有时会出现红眼，眼中的红色来自哪里？	 太阳光	 红色灯光	 人的眼睛	 闪光灯	3
185	下令“破釜沉舟”的我国古代将领是：	 项庄	 项羽	 刘邦	 张良	2
186	最简单的有机化合物是：	 甲烷	 甲醛	 甲烯	 甲醇	1
187	有权做出批准或决定逮捕决定的国家机关是？	 公安局	 司法局	 人民检察院	 人民法院	3
188	我国古代《二十四史》的第一部是：	 史记	 左传	 春秋	 易经	1
189	ISO14000认证是哪一方面的认证？	 商业	 交通	 环保	 能源	3
190	下列哪一项不属于华表曾经具有的功能？	 标示道路	 发表意见	 皇家建筑的标志	 悬挂路灯	4
191	下列属于哺乳动物的是？	 恐龙	 蝙蝠	 文昌鱼	 麻雀	2
192	中国在国际货币基金组织中属于：	 观察员	 正式成员	 准成员	 非成员	2
193	“问世间，情是何物，直教生死相许”语出：	 李莫愁	 金庸	 元好问	 李商隐	3
194	下列不属于我国西部大开发的省份是：	 青海	 陕西	 新疆	 山西	4
195	世界上的哪个国家有“黄金海岸”之称？	 西班牙	 加纳	 秘鲁	 越南	2
196	少林寺位于五岳中的哪一岳？	 东岳	 西岳	 中岳	 南岳	3
197	最初在文学中三部曲：	 只有悲剧没有喜剧	 只有喜剧没有悲剧	 只有议论文没有小说	 只有小说没有议论文	1
198	世界卫生组织的新健康标准为“五好三良”，请问下列哪项不属于“五好”的范围？	 胃口好、不挑食	 睡眠好	 口才好、讲话流畅	 头脑好、思维敏捷	4
199	世界电信日是哪一天？	 5月17日	 6月17日	 4月17日	 4月16日	1
200	世界环境日是哪一天？	 3月12日	 3月5日	 6月5日	 6月12日	3
201	世界地球日是哪一天？	 3月21日	 4月22日	 4月23日	 4月26日	2
202	“大夫”在我国古代是指：	 医生	 侍卫	 官职	 丈夫	3
203	英国占领加拿大之后将当地的法国人怎样了？	 全部杀死	 驱逐出境	 把他们赶到遥远的加拿大西部	 什么也没做	2
204	“Moonlighting”是什么意思？	 月光下苦读	 玩土著人发明的“月光灯”	 房子上挂彩灯	 晚上的第二职业	4
205	连接几段网线以增加距离时，使用哪件设备最佳？	 ＢＮＣ接头	 集线器	 中继器	 路由器	3
206	1986年世界杯足球赛的最佳射手是：	 马拉多纳	 卡雷卡	 普拉蒂尼	 莱因克尔	4
207	1982年世界杯足球赛在那里举行？	 墨西哥	 比利时	 西班牙	 阿根廷	3
208	1994年中国甲A联赛最佳射手是谁？	 范志毅	 郝海东	 胡志军	 宿茂榛	3
209	按照我国合同法的规定，当事人对合同变更的内容约定不明确时：	 推定自始没有订立合同	 视为合同解除	 确定为未变更	 视为合同自始未成立	3
210	著名水城威尼斯共有118个：	 水道	 小岛	 桥梁	 尖顶楼	2
211	著名水城威尼斯共有多少个小岛？	118	128	98	88	1
212	最早的冷冻机以什么为制冷剂？	 氨	 氮	 乙醚	 氟	3
213	下列哪项不是我国《消费者权益保护法》中规定的消费者的权利？	 保障安全权	 提供信息权	 公平交易权	 获得赔偿权	2
214	五谷中的‘菽’是指什么？	 谷子	 大豆	 玉米	 高梁	2
215	《天演论》是我国近代哪位著名的思想家翻译的？	 魏源	 梁启超	 严复	 胡适	3
216	在唐代长安城经常可以见到的“新罗人”是现今我们所说的：	 朝鲜人	 越南人	 俄国人	 新疆人	1
217	“东施效颦”出自：	 《孟子》	 《庄子》	 《论语》	 《红楼梦》	2
218	左传、公羊传、谷梁传三部书，是哪本书的演绎？	 春秋	 尚书	 诗经	 史记	1
219	杜甫的诗《江南逢李龟年》中的李龟年是哪个朝代的人？	 唐朝	 宋朝	 明朝	 元朝	1
220	山脉常成为气候的分界线，以下四个山脉哪个是暖温带和中温带的分界线？	 天山	 祁连山	 秦岭	 大巴山	1
221	亚洲首次举办奥运会是哪一届？	 16届	 17届	 18届	 19届	3
222	阳春白雪和下里巴人源于什么时代？	 春秋	 战国	 秦代	 唐代	2
223	东汉末年我国的一位杰出的医学家是：	 扁鹊	 华佗	 李时珍	 叶天士	2
224	请选出不在东非大裂谷带上的国家：	 扎伊尔	 埃塞俄比亚	 摩洛哥	 肯尼亚	3
225	天空上的星星为什么有的亮，有的暗？	 大小不一样	 发光能力不一样	 方向不同	 距离不同	2
226	“百岁神医”孙思邈是世界上第一个发明导尿术的人，您知道他是用什么导尿的吗？	 竹签	 苇管	 葱管	 秫秸	3
227	烹调时使用哪种器皿会破坏食物营养素？	 不锈钢器皿	 钢锅	 玻璃器皿	 搪瓷器皿	2
228	西伯利亚的房屋一般都是歪歪斜斜的，这是因为：	 这里发生过地震	 冬夏气温变化	 大风吹的结果	 特意设计的	2
229	中国共产党的第十六次代表大会于11月多少日举行？	5	8	11	15	2
230	江泽民主席首次提出“三个代表”的重要思想是在哪年哪月哪日？	 2000/2/25	 2000/3/15	 2001/2/25	 2001/3/15	1
231	江泽民主席在哪里首次提出“三个代表”的重要思想？	 广东	 湖南	 湖北	 上海	1
232	香港艺人郑裕玲今年多大？	38	40	42	45	4
233	中国足球彩票于哪年哪月哪日开始发售？	 2001/10/22	 2000/10/12	 2000/10/22	 2001/10/12	1
234	广东足球彩票发行一年来，共产生多少个百万富翁？	33	83	123	133	3
235	2002年10月28日，九届全国人大常委会第30次会议通过议案，任命谁为交通部部长？	 张春贤	 王云龙	 黄镇东	 杨资元	1
236	在中国宪法史上，由劳动人民制定的第一部宪法性文件是：	 《中华苏维埃共和国宪法大纲》	 《抗日救国十大纲领》	 《陕甘宁边区宪法原则》	 《陕甘宁边区施政纲领》	1
237	许多动物都拥有带电或发光的器官，对这些器官用途说法不正确的是：	 可以用作防卫手段	 可以用作导向手段	 可以用来照明	 可在两性接触中起作用	3
238	相传我国古代能作“掌上舞”的人是：	 杨玉环	 赵飞燕	 西施	 貂蝉	2
239	美国的国花是什么花？	 百合	 玫瑰	 丁香	 康乃馨	2
240	印度作家、诗人泰戈尔的主要诗集不包括：	 《红夹竹桃》	 《新月集》	 《飞鸟集》	 《吉檀迦利》	1
241	成语“三纸无驴”是指：	 人做事必须有明确的目标	 讽刺写文章废放话连篇不得要领	 讽刺人贪心不足必	 这些都不对	2
242	中国古代曾有多次的焚书事件，下列帝王焚书最多的是：	 秦始皇	 汉武帝	 朱元璋	 乾隆	4
243	“皇帝”作为国家元首的正式称号，始于：	 朱元璋	 汉武帝	 秦始皇	 商纣王	3
244	胰岛素是一种：	 脂类	 蛋白质	 碳水化合物	 酶	2
245	叶子寿命最长的植物是千岁兰，它的叶子能够存活多少年而从不凋谢？	 10年	 100年	 1000年	 500年	2
246	下面哪种酸，人在品尝时不是酸味的？	 琥珀酸	 苹果酸	 柠檬酸	 单宁酸	4
247	世界上第一个无产阶级政党是：	 巴黎公社	 德国社会民主工党	 英国工党	 匈牙利小农党	2
248	“贫不及素”中的“素”指的是？	 豆腐	 羊皮	 白米	 白色的帛	4
249	色布在什么水里浸泡一下再洗就不易褪色？	 糖水	 盐水	 苏打水	 烧开的水	2
250	“珍珠翡翠白玉汤”是：	 梅花大鼓	 传统相声	 天津快板	 评书	2
251	在“周处除三害”这个典故里，危害乡里的第三害是：	 猛虎	 蛟龙	 他自己	 土匪	3
252	破除满汉不通婚这个祖训的是：	 康熙	 雍正	 乾隆	 道光	3
253	人们在制作饼干、面包时常往里面掺进一些：	 苏打	 中苏打	 小苏打	 大苏打	3
254	被人们称为足球“恺撒大帝”的是：	 贝利	 克鲁伊夫	 贝肯鲍尔	 马拉多纳	3
255	地处黄河河套内，行政上属于内蒙古自治区的高原名称叫做：	 乌兰察布高原	 阿拉善高原	 鄂尔多斯高原	 呼伦贝尔高原	4
256	中国古代名医华佗为谁所杀？	 董卓	 曹操	 司马思	 吕布	2
257	侏罗纪属于地质年代中的哪一代？	 中生代	 新生代	 古生代	 元古代	1
258	法国一家出版社出版了一部诗集，创下了世界出版时间最短的记录，大约为：	 8小时	 24小时	 两天	 五天	1
259	“野兽主义”的代表画家是：	 马蒂斯	 毕加索	 梵高	 雷诺阿	1
260	最早系统地确定官职的是在：	 商朝	 西周初期	 春秋	 汉朝初期	2
261	反映酸性土壤的指示性植物是：	 铁芒萁	 碱蓬	 骆驼刺	 芦苇	1
262	歌剧《图兰朵》中采用了我国哪首民歌的曲调？	 采茶灯	 茉莉花	 兰花草	 小白菜	2
263	企业法人领取营业执照后，哪种情况发生，视同歇业？	 满6个月尚未开展经营活动	 停止经营活动两年	 经营亏损严重，负债数额较大的	 资不抵债的	1
264	华氏温标规定，一个标准大气压下，纯水的沸点为：	 32度	 212度	 180度	 120度	2
265	西凤酒是属于那种香型？	 酱香型	 其它香型	 清香型	 浓香型	2
266	英国科学家培根说过：读史使人明智，哲理使人…(请选择)	 精密	 聪慧	 深刻	 善辩	3
267	以下哪种作物原产于我国？	 玉米	 荔枝	 芝麻	 辣椒	2
